Route,Location,URL,Avg Stars,Your Stars,Route Type,Rating,Pitches,Length,Area Latitude,Area Longitude
Neutral,Bird-Foot Buttress > 09. East of the East > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/112828828/neutral,2.5,-1,Boulder,V3,1,12,43.41264,-89.70638
The Stork,11. Vulture Lookout East > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/114315623/the-stork,2.5,-1,Boulder,V1-2,1,15,43.41357,-89.70137
Blarney,"Blarney > 4.  Gom Jabbar > West Bluff North, upper access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/118883109/blarney,2.5,-1,Boulder,V1+,1,,43.42347,-89.7377
Mezzanine Credit,5. Anarchist (Guillotine) > 07. East of CCC (Guillotine Ridge) > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/111719583/mezzanine-credit,2.5,-1,Boulder,V2-3,1,12,43.41325,-89.71177
Featherweight,10. Vulture Lookout West > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/114301396/featherweight,2.5,-1,Boulder,V1,1,20,43.41278,-89.70451
Boo boo,Sunny & 60s > 2. East Bluff North Talus > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/109578287/boo-boo,2.5,-1,Boulder,V3,1,6,43.42442,-89.72506
Pigment Party,Fire Rhoad Bluff > North of Fire Road > West Bluff Fire Road > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/111442556/pigment-party,2.5,-1,Boulder,V2,1,12,43.42327,-89.74022
Whale's Tail,"Whale's Tale > 3.  Big Red > West Bluff North, lower access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/107645106/whales-tail,2.5,-1,Boulder,V2,1,,43.42696,-89.73562
Jockey Rocket,Jockey Rocket > 02. Horse Rampart Talus > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/110937491/jockey-rocket,2.5,-1,Boulder,V2,1,,43.41611,-89.72571
The Pony,Jockey Rocket > 02. Horse Rampart Talus > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/110932642/the-pony,2.5,-1,Boulder,V2,1,,43.41611,-89.72571
One-Upper,1. Old Sandstone > East Bluff 01 - Sandstone Area > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107085081/one-upper,2.5,-1,"Trad, TR, Boulder",V2+ R,1,40,43.4137,-89.6863
What What!,"Snake Charmer > 2.  Fat Raccoon > West Bluff North, lower access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/107645202/what-what,2.5,-1,Boulder,V3+,1,,43.42754,-89.73544
The Shield,Shield > Above 500 Foot > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106535344/the-shield,2.5,-1,Boulder,V1,1,,43.42042,-89.73722
The Whole Shack Shimmy,Burma Road > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/119725907/the-whole-shack-shimmy,2.1,-1,Boulder,V0,1,10,43.4,-89.74329
The Grenadine Corner,1. Earth Mechanics > 1. North Shore > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/111401430/the-grenadine-corner,1.5,-1,Boulder,V-easy,1,15,43.42748,-89.72686
Manhattan,6. Monolith Ridge - West Side > 6. Monolith Ridge > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106550817/manhattan,1.9,-1,Boulder,V1-2,1,10,43.42157,-89.72367
Pocket Problem,Greatest Show Boulders > 3. Greatest Show > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106435357/pocket-problem,2.3,-1,Boulder,V3,1,,43.42462,-89.72344
Two Balls In A Sack,White Knight > 02. Ghost Talus > South Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/108113383/two-balls-in-a-sack,2,-1,Boulder,V2,1,10,43.40899,-89.73649
Center Face,Steinke Wall Boulder > Steinke Wall > Steinke Basin > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106487909/center-face,2.3,-1,Boulder,V3,1,16,43.4273,-89.7192
Not a Gimmie!,1. East of Trail Boulders > 6. Monolith Ridge > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106478153/not-a-gimmie,2.1,-1,Boulder,V1+,1,20,43.42252,-89.72392
The Bee's Knees,Whaler's Rock > 14. The Lost & Found (Neck Oil Wall) > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/109699020/the-bees-knees,2.1,-1,Boulder,V0,1,10,43.41838,-89.72568
Decapitation,5. Anarchist (Guillotine) > 07. East of CCC (Guillotine Ridge) > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107566492/decapitation,2.1,-1,"Trad, Boulder",5.7 V0,1,20,43.41325,-89.71177
The Toucan,Scarlet Macaw > 2. East Bluff North Talus > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/121128037/the-toucan,2.3,-1,Boulder,V1,1,15,43.4265,-89.72653
Prairie Dog Disco,6. Monolith Ridge - West Side > 6. Monolith Ridge > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/118664281/prairie-dog-disco,2.3,-1,Boulder,V0+ PG13,1,20,43.42157,-89.72367
Jafar,2. Jafar > 09. East of the East > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/112315104/jafar,2.3,-1,Boulder,V1,1,,43.41311,-89.70836
Burial,Heavenly Boulders > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/118973195/burial,2.3,-1,Boulder,V3 R,1,25,43.41953,-89.73738
Spectacles,10. Vision Quest/Chode > South Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/115451930/spectacles,2.3,-1,Boulder,V3,1,,43.39887,-89.71192
Guillotine West,5. Anarchist (Guillotine) > 07. East of CCC (Guillotine Ridge) > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107566529/guillotine-west,2.3,-1,"Trad, Boulder",5.2 V-easy,1,30,43.41325,-89.71177
Finches,10. Vulture Lookout West > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/114301506/finches,2.3,-1,Boulder,V3-4,1,15,43.41278,-89.70451
Direct to Video,Cave Rock Boulders > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/111054050/direct-to-video,2.3,-1,Boulder,V2,1,,43.42156,-89.73737
Lil Nuggie,Fire Rhoad Bluff > North of Fire Road > West Bluff Fire Road > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/111442598/lil-nuggie,2.3,-1,Boulder,V1,1,10,43.42327,-89.74022
Groth Arete,Balanced Rock Wall > 01. Balanced Rock Trail > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106851098/groth-arete,2.3,-1,Boulder,V3 PG13,1,17,43.41438,-89.72496
Ejaculation,06. Ejaculator Area > South Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106140861/ejaculation,2.3,-1,Boulder,V2,1,12,43.40376,-89.72385
Gopher,5. Anarchist (Guillotine) > 07. East of CCC (Guillotine Ridge) > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107881170/gopher,2.3,-1,Boulder,V1 PG13,1,20,43.41325,-89.71177
An Intro to Heel Hooking,Heel Hooking > 01. Balanced Rock Trail > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107125264/an-intro-to-heel-hooking,2.3,-1,Boulder,V2,1,,43.41454,-89.72487
Roofie,Roofie > 5. Monolith Talus > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107311926/roofie,2.3,-1,Boulder,V2,1,8,43.42167,-89.72417
Stride Right,02. February Wall > East Bluff 02 - East of the Quarry > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106871336/stride-right,2.3,-1,"Trad, TR, Boulder",5.9 V2- PG13,1,30,43.41404,-89.69763
Cherry Pop,Triple Tower Wall > Steinke Basin > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106487939/cherry-pop,2.3,-1,Boulder,V2,1,12,43.4263,-89.718
Trust Face,Whaler's Rock > 14. The Lost & Found (Neck Oil Wall) > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107828347/trust-face,2.3,-1,Boulder,V3,1,,43.41838,-89.72568
Awning Crack,The Awning > 14. The Lost & Found (Neck Oil Wall) > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107609958/awning-crack,2.3,-1,Boulder,V1,1,10,43.41871,-89.72562
GeriaTricks,Amazing Pillar > 03. The Reserve > South Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106903590/geriatricks,2.3,-1,Boulder,V1,1,10,43.4036,-89.73417
Groovy,The Reserve > 03. The Reserve > South Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/120598525/groovy,1.9,-1,Boulder,V0,1,,43.40436,-89.72961
traverse,Burma Road > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106725122/traverse,1.9,-1,Boulder,V2-3,1,25,43.4,-89.74329
Super Slab Left,Super Slab Area > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106535387/super-slab-left,1.9,-1,Boulder,V1,1,,43.42098,-89.73728
Friday Night Fever,3. Big Bud > 1. North Shore > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/108836478/friday-night-fever,2.2,-1,Boulder,V0,1,16,43.42737,-89.72676
Fauxnetics,"Hidden Treasure/ Reign of Giants > 6.  Happy Go Highball / Hidden Treasure > West Bluff North, lower access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/111105913/fauxnetics,2.2,-1,Boulder,V1+,1,,43.42527,-89.73681
NW Corner of Lake Boulder,The Reserve > 03. The Reserve > South Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106272521/nw-corner-of-lake-boulder,2.3,-1,Boulder,V2,1,,43.40436,-89.72961
The Dutchess,Loompa Land > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107320368/the-dutchess,2.2,-1,Boulder,V3,1,10,43.41962,-89.73644
Take a Stand,Clusterf@&% Area (aka Lost Face Boulders) > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/108111866/take-a-stand,2.2,-1,Boulder,V3,1,,43.42055,-89.738
Birthday Warm-up,Bigfoot > 04. Birthday Talus > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/109649329/birthday-warm-up,2.2,-1,Boulder,V1,1,,43.417,-89.72661
On the DL,On the DL > 5. Kite Boulders > 6. Monolith Ridge > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107646675/on-the-dl,2.3,-1,Boulder,V1,1,10,43.42079,-89.72324
Hybrid Wanderer,Levitation (Office Project) > 14. The Lost & Found (Neck Oil Wall) > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107826236/hybrid-wanderer,2.3,-1,Boulder,V3,1,20,43.41929,-89.7259
Smackdown,"Slap > 3.  Big Red > West Bluff North, lower access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/107646303/smackdown,2.2,-1,Boulder,V2,1,,43.42674,-89.73576
Tree Hugger Arete,Treehugger Boulder > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106746857/tree-hugger-arete,2.1,-1,Boulder,V2,1,,43.42144,-89.7356
Unholy Hole,Devils Pit > 5. Monolith Talus > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/109495845/unholy-hole,2,-1,Boulder,V3 PG13,1,10,43.42199,-89.72446
Left of Mancuso,The Reserve > 03. The Reserve > South Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106485838/left-of-mancuso,2,-1,Boulder,V1,1,12,43.40436,-89.72961
Flatiron-right side,4. Flatiron > 07. East of CCC (Guillotine Ridge) > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107681824/flatiron-right-side,1.4,-1,Boulder,V1,1,,43.41338,-89.71207
Haunted Warmup,4. Monolith Ridge - East Side > 6. Monolith Ridge > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/118759390/haunted-warmup,2,-1,Boulder,V0,1,,43.42157,-89.72333
Snake Dike,Half Dome Boulder > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106515595/snake-dike,2,-1,Boulder,V1+,1,10,43.42008,-89.7365
Act of Valor,Burma Road > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106486504/act-of-valor,1.3,-1,Boulder,V2,1,12,43.4,-89.74329
Fixie,"The Prow (aka Tunder Tighs) > 7.  Massive Vertigo Area > West Bluff North, lower access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/107121331/fixie,1.8,-1,Boulder,V2,1,10,43.42351,-89.73641
Chossome,White Knight > 02. Ghost Talus > South Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/108114079/chossome,1.9,-1,Boulder,V2,1,8,43.40899,-89.73649
Slice of Pie,Amazing Pillar > 03. The Reserve > South Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/117266857/slice-of-pie,2,-1,Boulder,V1,1,10,43.4036,-89.73417
Empty Beer-can,Fukness (aka Heartbreak) > 04. Birthday Talus > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/109606796/empty-beer-can,2,-1,Boulder,V1,1,,43.41695,-89.72691
Weasel on Crack,"Chilldo > 2.  Fat Raccoon > West Bluff North, lower access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/109235187/weasel-on-crack,2,-1,Boulder,V0,1,,43.42802,-89.73584
Mega Man,Mega Man > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107093516/mega-man,2,-1,Boulder,V2-3,1,,43.42183,-89.7372
Old Man,Old Man Rock > 14. The Lost & Found (Neck Oil Wall) > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107574783/old-man,2,-1,Boulder,V1,1,15,43.41843,-89.72539
Trifecta,"A Slab Called Spot > 2.  Fat Raccoon > West Bluff North, lower access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/107657172/trifecta,1.8,-1,Boulder,V0,1,,43.42798,-89.7356
Budding,12. Basswood > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/122436773/budding,2,-1,Boulder,V2,1,,43.4192,-89.72713
Astronomy,Super Slab Area > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/122247744/astronomy,2,-1,Boulder,V2,1,,43.42098,-89.73728
Huge Jugs,2. Leaning Tower/Tombstone Wall > 08. East Rampart > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/121088645/huge-jugs,2,-1,Boulder,V0,1,,43.41383,-89.7149
Dirty Whale,Burma Road > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/122733833/dirty-whale,2,-1,Boulder,V0+,1,,43.4,-89.74329
Little Arete,"5.  Nature Walk > West Bluff North, lower access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/107256679/little-arete,1.9,-1,Boulder,V1+,1,,43.4249,-89.73602
