Route,Location,URL,Avg Stars,Your Stars,Route Type,Rating,Pitches,Length,Area Latitude,Area Longitude
The Pedestal,The Pedestal > 06. West of CCC Trail > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107256761/the-pedestal,4,-1,Boulder,V6 PG13,1,,43.41273,-89.71209
Zschiesche Project?,The Reserve > 03. The Reserve > South Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106272512/zschiesche-project,4,-1,Boulder,V9+,1,,43.40436,-89.72961
Squirrel Nuts,02. February Wall > East Bluff 02 - East of the Quarry > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106871377/squirrel-nuts,4,-1,Boulder,V8- R,1,20,43.41404,-89.69763
Electric Sky,10. Vulture Lookout West > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/114300166/electric-sky,3.6,-1,Boulder,V6 PG13,1,,43.41278,-89.70451
Moj,Super Slab Area > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106528431/moj,3,-1,Boulder,V8,1,,43.42098,-89.73728
Snow Leopard,4. Snow Leopard > Ice Age Trail > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/114301730/snow-leopard,3.7,-1,Boulder,V8,1,15,43.42527,-89.69044
Basswood,12. Basswood > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/122436793/basswood,3.4,-1,Boulder,V7,1,,43.4192,-89.72713
Mean Gurlz Direct (aka The Clique),Mean Gurlz > 5. Monolith Talus > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/109033643/mean-gurlz-direct-aka-the-clique,3.8,-1,Boulder,V7-,1,15,43.422,-89.72445
Pi Maker,2.  Keymaker > 06. Alpine Club/Beautiful Soup > West Bluff South > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107293574/pi-maker,3.8,-1,Boulder,V9,1,,43.41808,-89.73706
Corner right of Starfish,The Reserve > 03. The Reserve > South Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106272486/corner-right-of-starfish,3.4,-1,Boulder,V6,1,,43.40436,-89.72961
Don't F With the Bees,Whaler's Rock > 14. The Lost & Found (Neck Oil Wall) > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107743571/dont-f-with-the-bees,2.9,-1,Boulder,V6-7,1,,43.41838,-89.72568
Levitation (formerly The Office Project),Levitation (Office Project) > 14. The Lost & Found (Neck Oil Wall) > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107826890/levitation-formerly-the-office-project,3.7,-1,Boulder,V9-10,1,15,43.41929,-89.7259
Enigma,Burma Road > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/119724700/enigma,3.5,-1,Boulder,V7 PG13,1,,43.4,-89.74329
Decadence,1. Obzen > 07. East of CCC (Guillotine Ridge) > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/118219990/decadence,3.3,-1,Boulder,V9-10,1,,43.41289,-89.71164
Bud White,"1.  Smooth Operator Area > West Bluff North, lower access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/106436637/bud-white,3.7,-1,Boulder,V6,1,,43.42818,-89.73615
Snake Charmer,"Snake Charmer > 2.  Fat Raccoon > West Bluff North, lower access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/107633183/snake-charmer,3,-1,Boulder,V7,1,,43.42754,-89.73544
Tranquility Pillar,Tranquility Pillar > 01. Stettner Rocks > West Bluff South > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/118724160/tranquility-pillar,3.5,-1,Boulder,V7 R,1,,43.41451,-89.73933
Sail Away,Green Fire > 02. Ghost Talus > South Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/108120661/sail-away,3,-1,Boulder,V7-8,1,,43.40886,-89.73611
Double Edge Sword,Cave Rock Boulders > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/111086093/double-edge-sword,3.3,-1,Boulder,V6-7,1,,43.42156,-89.73737
Aramandi,10. Ace of Spades > West Bluff South > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/118747683/aramandi,3.4,-1,Boulder,V7,1,,43.41861,-89.73782
Bulbous Left Center,Bulbous > 01. Balanced Rock Trail > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106435541/bulbous-left-center,3.1,-1,Boulder,V7,1,,43.4145,-89.72334
The Captain's Traverse,4. Flatiron > 07. East of CCC (Guillotine Ridge) > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106573235/the-captains-traverse,3.2,-1,Boulder,V8,1,,43.41338,-89.71207
Godzilla,Godzilla > 04. Pork Chop > West Bluff South > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/111220062/godzilla,3.1,-1,Boulder,V8 R,1,,43.41696,-89.73786
Power Bottom,Clusterf@&% Area (aka Lost Face Boulders) > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/108141236/power-bottom,3.2,-1,Boulder,V7,1,,43.42055,-89.738
Massive Vertigo,"Massive Vertigo > 7.  Massive Vertigo Area > West Bluff North, lower access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/106513260/massive-vertigo,3.1,-1,Boulder,V6+,1,10,43.4237,-89.73655
Purple Sharpie,Sharpie > 06. West of CCC Trail > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/117749833/purple-sharpie,3.3,-1,Boulder,V6,1,12,43.41308,-89.71283
Moonlit Water,Ghost of the Forest > 2. East Bluff North Talus > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/122510708/moonlit-water,3.2,-1,Boulder,V7,1,,43.42508,-89.72621
Ace of Spades,10. Ace of Spades > West Bluff South > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/118747636/ace-of-spades,3.1,-1,Boulder,V8,1,,43.41861,-89.73782
Mutual Attraction,4. Mutual Attraction > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/118638655/mutual-attraction,3.4,-1,Boulder,V9-,1,,43.42395,-89.72465
Nausea,"The Prow (aka Tunder Tighs) > 7.  Massive Vertigo Area > West Bluff North, lower access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/107118214/nausea,3.4,-1,Boulder,V10 PG13,1,18,43.42351,-89.73641
Axiom of Arete Aesthetics,1. East of Trail Boulders > 6. Monolith Ridge > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106435403/axiom-of-arete-aesthetics,2.9,-1,Boulder,V7,1,,43.42252,-89.72392
Fat Trick,"Mixed Emotion > 2.  Fat Raccoon > West Bluff North, lower access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/108157561/fat-trick,3.2,-1,Boulder,V6,1,,43.42768,-89.73609
Perfect Medium,6. Monolith Ridge - West Side > 6. Monolith Ridge > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/105917277/perfect-medium,2.8,-1,Boulder,V8,1,15,43.42157,-89.72367
Bassmaster,12. Basswood > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/122436821/bassmaster,2.7,-1,Boulder,V7,1,,43.4192,-89.72713
Unleashed,14. Weisner Boulder aka Dogâ€™s Head Boulder > West Bluff South > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/120707729/unleashed,3.5,-1,Boulder,V7,1,,43.41821,-89.73887
Mothra,Godzilla > 04. Pork Chop > West Bluff South > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/119143848/mothra,3.5,-1,Boulder,V9 R,1,,43.41696,-89.73786
Hungry Hungry Hippos,Jenga > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107113258/hungry-hungry-hippos,3,-1,Boulder,V8,1,15,43.421,-89.73774
The Piano,Piano > 06. West of CCC Trail > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/108354646/the-piano,3.5,-1,Boulder,V8- PG13,1,,43.41371,-89.71327
Beautiful Soup,2.  Keymaker > 06. Alpine Club/Beautiful Soup > West Bluff South > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/105937568/beautiful-soup,2.9,-1,Boulder,V8,1,,43.41808,-89.73706
Ballistic,"Ballistic > 2.  Fat Raccoon > West Bluff North, lower access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/107645054/ballistic,2.8,-1,Boulder,V9,1,,43.42792,-89.73578
The Pecan Tree,Hog Wild > 04. Pork Chop > West Bluff South > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/111874444/the-pecan-tree,3.1,-1,Boulder,V6 PG13,1,20,43.41654,-89.73844
The Last Unicorn,Super Slab Area > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/117110373/the-last-unicorn,3,-1,Boulder,V11,1,,43.42098,-89.73728
Circus World,Greatest Show Boulders > 3. Greatest Show > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/108405954/circus-world,4,-1,Boulder,V10+,1,17,43.42462,-89.72344
Witness the Slickness,Witness the Slickness > 06. West of CCC Trail > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/112547159/witness-the-slickness,3.3,-1,Boulder,V10-,1,,43.4127,-89.71216
The Commander,Science Friction > 2. East Bluff North Talus > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/111170142/the-commander,3.3,-1,Boulder,V7 R,1,,43.42579,-89.72583
Angry Squirrel Sit,"Snake Charmer > 2.  Fat Raccoon > West Bluff North, lower access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/121228034/angry-squirrel-sit,3.2,-1,Boulder,V9,1,12,43.42754,-89.73544
Iron Jesus,Cave Rock Boulders > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/111086176/iron-jesus,3.2,-1,Boulder,V9,1,,43.42156,-89.73737
Shadow Walker,Greatest Show Boulders > 3. Greatest Show > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/108890877/shadow-walker,2.9,-1,Boulder,V8,1,,43.42462,-89.72344
The Ivory Face,6. Fat Pants > 07. East of CCC (Guillotine Ridge) > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107375637/the-ivory-face,3.3,-1,Boulder,V11,1,14,43.41348,-89.71164
High Crimes and Misdemeanors,High Crimes and Misdemeanors > 06. West of CCC Trail > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/118172560/high-crimes-and-misdemeanors,3.2,-1,Boulder,V9 PG13,1,,43.41329,-89.71446
True Lies,Block Party > 01. South Shore Talus > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/114148313/true-lies,3.3,-1,Boulder,V10 R,1,,43.41345,-89.7225
The Anvil aka The Cardinal,Black Rhino > 01. Balanced Rock Trail > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/113561982/the-anvil-aka-the-cardinal,3.3,-1,Boulder,V7,1,,43.41584,-89.725
Master Gardener,"Master Gardener > 6.  Happy Go Highball / Hidden Treasure > West Bluff North, lower access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/112958967/master-gardener,3,-1,Boulder,V7,1,12,43.42495,-89.73665
Time Passed,Ghost of the Forest > 2. East Bluff North Talus > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/122510741/time-passed,3,-1,Boulder,V6,1,,43.42508,-89.72621
The Dulcimer,"1.  The Instrumentals > West Bluff North, upper access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/118693728/the-dulcimer,3,-1,Boulder,V7,1,,43.42707,-89.73667
Greatest Show on Earth,Greatest Show Boulders > 3. Greatest Show > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/105935516/greatest-show-on-earth,3,-1,Boulder,V9,1,,43.42462,-89.72344
Ground Strike,10. Vulture Lookout West > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/118667222/ground-strike,3,-1,Boulder,V8 PG13,1,,43.41278,-89.70451
Green Fire,Green Fire > 02. Ghost Talus > South Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/108101426/green-fire,2.3,-1,Boulder,V6,1,12,43.40886,-89.73611
Wildwood,Wildwood > 13. Mirror Talus > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/109646483/wildwood,2.8,-1,Boulder,V6,1,10,43.41708,-89.72573
The Haunting,4. Monolith Ridge - East Side > 6. Monolith Ridge > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/108420168/the-haunting,2.2,-1,Boulder,V8-,1,,43.42157,-89.72333
Pivot Point,White Wall > 09. East of the East > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/113786603/pivot-point,3,-1,Boulder,V6,1,,43.41226,-89.70682
Storm Troopers,Pete's Pebble > 500 ft. Boulder Field > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107256667/storm-troopers,2.9,-1,Boulder,V7+,1,,43.42116,-89.7354
Elegant Design,Greatest Show Boulders > 3. Greatest Show > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/113899493/elegant-design,2.9,-1,Boulder,V6,1,15,43.42462,-89.72344
Bully,Bully > 02. Ghost Talus > South Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/108143166/bully,2.7,-1,Boulder,V8,1,,43.40893,-89.73595
Born in Blood,Tipping Point > 5. Monolith Talus > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/108971562/born-in-blood,2.8,-1,Boulder,V11,1,,43.42149,-89.72417
Rogue,"One Word > 5.  Above and Beyond > West Bluff North, upper access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/112819751/rogue,3,-1,Boulder,V9,1,,43.42319,-89.73719
Asteroidea,The Reserve > 03. The Reserve > South Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/108427920/asteroidea,3,-1,Boulder,V10,1,15,43.40436,-89.72961
Uncertainty Principle,Uncertainty Principle > 2. East Bluff North Talus > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/109473676/uncertainty-principle,3,-1,Boulder,V7 R,1,,43.42567,-89.72566
Darkside,12. Misery > West Bluff South > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/108337726/darkside,3,-1,Boulder,V8,1,,43.41643,-89.73897
Purple dragon low,Super Slab Area > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106560248/purple-dragon-low,2.8,-1,Boulder,V10,1,12,43.42098,-89.73728
The Fukness,Fukness (aka Heartbreak) > 04. Birthday Talus > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/108450913/the-fukness,3,-1,Boulder,V9,1,,43.41695,-89.72691
The Vice is Right,"El Parasol > 2.  Fat Raccoon > West Bluff North, lower access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/119611623/the-vice-is-right,2.6,-1,Boulder,V9+,1,12,43.42766,-89.73581
Double Trouble,Double Trouble Pillar > 02. Major Mass > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/118617301/double-trouble,3,-1,Boulder,V6 PG13,1,,43.41378,-89.72019
Real Power,Clusterf@&% Area (aka Lost Face Boulders) > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/108263697/real-power,3,-1,Boulder,V9-10,1,20,43.42055,-89.738
Sneak Attack,Surprise Boulder > 01. Surprise > South Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/112281546/sneak-attack,3,-1,Boulder,V8,1,15,43.41005,-89.74219
A View to Kill,A View to Kill > 500 ft. Boulder Field > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106514780/a-view-to-kill,3,-1,Boulder,V6,1,,43.4201,-89.73593
Night Train,Cave Rock Boulders > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/112838394/night-train,3,-1,Boulder,V6 R,1,,43.42156,-89.73737
Dagger of the Lake,Dagger of the Lake > 2. East Bluff North Talus > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/108762717/dagger-of-the-lake,2.6,-1,Boulder,V10,1,,43.42507,-89.72522
Lividity,The Pool > Above 500 Foot > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/122364147/lividity,3,-1,Boulder,V8,1,,43.42004,-89.73738
Light Saber,Fukness (aka Heartbreak) > 04. Birthday Talus > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/122544195/light-saber,2.8,-1,Boulder,V7,1,,43.41695,-89.72691
Rising Sun,On the Eve > 13. Mirror Talus > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/122825605/rising-sun,3,-1,Boulder,V7,1,,43.41867,-89.72621
Purple Shadow,Flux > 06. West of CCC Trail > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/112806537/purple-shadow,3,-1,Boulder,V11,1,,43.41264,-89.71206
Card Shark,The Twins > 13. Mirror Talus > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/113638272/card-shark,2.8,-1,Boulder,V9,1,10,43.41911,-89.72643
Haploid,White Wall > 09. East of the East > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/118653820/haploid,3,-1,Boulder,V6 PG13,1,,43.41226,-89.70682
Atlas Lion,Black Rhino > 01. Balanced Rock Trail > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/113561946/atlas-lion,3,-1,Boulder,V7 PG13,1,,43.41584,-89.725
Z MOVE,06. Ejaculator Area > South Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106140842/z-move,3,-1,Boulder,V8,1,10,43.40376,-89.72385
Snuggle Bunny,Purple Haze > 01. South Shore Talus > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/108058231/snuggle-bunny,3,-1,Boulder,V8-9,1,,43.41287,-89.72122
The Clock Maker,05. Trail Side Boulder > West Bluff South > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/123394062/the-clock-maker,3,-1,Boulder,V6,1,,43.4178,-89.73671
Miami Vice,"El Parasol > 2.  Fat Raccoon > West Bluff North, lower access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/117854234/miami-vice,2.3,-1,Boulder,V13,1,,43.42766,-89.73581
Wave Rider Direct,Wave Rider > 2. East Bluff North Talus > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/108791874/wave-rider-direct,2.8,-1,Boulder,V8 PG13,1,,43.42552,-89.72555
Zamal,Super Slab Area > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/123201787/zamal,3,-1,Boulder,V6,1,15,43.42098,-89.73728
The Fridge,"El Parasol > 2.  Fat Raccoon > West Bluff North, lower access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/107610986/the-fridge,2.3,-1,Boulder,V7,1,,43.42766,-89.73581
Notorious,02. Public Enemy > West Bluff South > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/121672385/notorious,2.7,-1,Boulder,V8,1,,43.41649,-89.73747
Roll for Charisma,09. Hidden Ledge > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/122524098/roll-for-charisma,3,-1,Boulder,V7 PG13,1,13,43.41823,-89.72704
Kingfisher,Pete's Pebble > 500 ft. Boulder Field > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/120333062/kingfisher,3,-1,Boulder,V8-9,1,,43.42116,-89.7354
Mint & Rosemary,Soapstones > Southwest Bluff (Sauk Hill) > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/120075621/mint-rosemary,3,-1,Boulder,V6,1,,43.40882,-89.75488
Larceny,Thieves Den > Southwest Bluff (Sauk Hill) > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/120075588/larceny,3,-1,Boulder,V7,1,,43.40757,-89.75428
Mad Cow,Burma Road > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/111131318/mad-cow,3,-1,Boulder,V9- R,1,,43.4,-89.74329
Vecna Stand,05. Enchanted Forest > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/123126067/vecna-stand,3,-1,Boulder,V6+,1,,43.41748,-89.72704
Fever Dream,10. Vision Quest/Chode > South Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/115451868/fever-dream,3,-1,Boulder,V7,1,,43.39887,-89.71192
Invisibility Cloak,4. Show Me the Kind > 1. North Shore > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/112786972/invisibility-cloak,3,-1,Boulder,V7 R,1,,43.42699,-89.72633
Extinction,5. Extinction Boulders > Ice Age Trail > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/114301784/extinction,3,-1,Boulder,V6,1,15,43.42371,-89.69259
Secrets Of The Lake Project,05. Shark Tooth > South Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/109616482/secrets-of-the-lake-project,3,-1,Boulder,V9+,1,12,43.404,-89.72462
Live With Porpoise,Pete's Pebble > 500 ft. Boulder Field > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/118607770/live-with-porpoise,3,-1,Boulder,V6,1,,43.42116,-89.7354
Evergreen,Evergreen > 2. East Bluff North Talus > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/110303773/evergreen,3,-1,Boulder,V6 PG13,1,,43.42448,-89.7249
Never Tell Me the Odds,The Twins > 13. Mirror Talus > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/112932257/never-tell-me-the-odds,3,-1,Boulder,V8,1,,43.41911,-89.72643
Axiom Direct,1. East of Trail Boulders > 6. Monolith Ridge > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/111225748/axiom-direct,3,-1,Boulder,V7,1,,43.42252,-89.72392
